cbsd_id,cbsd_alias,owner_id,fcc_id,cbsd_serialnumber,cbsd_category,cbsd_status,registration_id,pal_count,gaa_count,unknown_count,longitude,latitude,state_name,county_name,height,height_type,antenna_gain,antenna_azimuth,sfg,srg,grants,org_id,org_name,sub_org_id_0,sub_org_name_0,sub_org_id_1,sub_org_name_1,sub_org_id_2,sub_org_name_2,sub_org_id_3,sub_org_name_3
2AG32SBS7101012020004212217Y0173,,LSH3KL,2AG32SBS71010,12020004212217Y0173,B,AUTHORIZED,GOOG-001773,0,2,0,-122.41986,37.768565,CA,San Francisco County,13,AGL,17,336,4a5dd397233075ee,4a5dd397233075ee,"[{""active"": true, ""grantId"": ""158757699433626299801696309660"", ""maxEirp"": 37, ""channelIds"": [1, 2], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-17T04:38:14"", ""grantedTimestamp"": ""2023-10-03T05:07:40""}, {""active"": true, ""grantId"": ""109666550676616459221696309660"", ""maxEirp"": 37, ""channelIds"": [3, 4], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-17T04:38:14"", ""grantedTimestamp"": ""2023-10-03T05:07:40""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
2AG32SBS7101012020004212217Y0173-2,,LSH3KL,2AG32SBS71010,12020004212217Y0173-2,B,AUTHORIZED,GOOG-001773,0,2,0,-122.41986,37.768565,CA,San Francisco County,13,AGL,17,189,4a5dd397233075ee,4a5dd397233075ee,"[{""active"": true, ""grantId"": ""160889272776737944751696309709"", ""maxEirp"": 20, ""channelIds"": [5, 6], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-17T04:38:14"", ""grantedTimestamp"": ""2023-10-03T05:08:29""}, {""active"": true, ""grantId"": ""85970089390914159391696309709"", ""maxEirp"": 20, ""channelIds"": [7, 8], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-17T04:38:14"", ""grantedTimestamp"": ""2023-10-03T05:08:29""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
2AG32SBS7101012020004212217Y0180,,LSH3KL,2AG32SBS71010,12020004212217Y0180,B,AUTHORIZED,GOOG-001773,0,1,0,-122.423492,37.756024,CA,San Francisco County,18,AGL,18,345,4a5dd397233075ee,4a5dd397233075ee,"[{""active"": true, ""grantId"": ""33210253105883351121695219086"", ""maxEirp"": 0.001, ""channelIds"": [6, 7, 8, 9, 10, 11, 12, 13, 14], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-18T11:17:59"", ""grantedTimestamp"": ""2023-09-20T14:11:26""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA1380008C90,,LSH3KL,ROR00000006,0CA1380008C90,B,AUTHORIZED,GOOG-001773,0,2,0,-122.41924,37.758748,CA,San Francisco County,13,AGL,17,245,4a5dd397233075ee,4a5dd397233075ee,"[{""active"": true, ""grantId"": ""54891209761361354621694967462"", ""maxEirp"": 36, ""channelIds"": [5, 6, 7, 8], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-19T07:14:59"", ""grantedTimestamp"": ""2023-09-17T16:17:42""}, {""active"": true, ""grantId"": ""168938114269915907161694967485"", ""maxEirp"": 36, ""channelIds"": [1, 2, 3, 4], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-22T04:19:57"", ""grantedTimestamp"": ""2023-09-17T16:18:05""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA1380008C91,,LSH3KL,ROR00000006,0CA1380008C91,B,AUTHORIZED,GOOG-001773,0,2,0,-122.41924,37.758748,CA,San Francisco County,13,AGL,17,190,4a5dd397233075ee,4a5dd397233075ee,"[{""active"": true, ""grantId"": ""38556195081323125511694967462"", ""maxEirp"": 36, ""channelIds"": [11, 12, 13, 14], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-21T06:17:20"", ""grantedTimestamp"": ""2023-09-17T16:17:42""}, {""active"": true, ""grantId"": ""176582277242569986961694967434"", ""maxEirp"": 36, ""channelIds"": [27, 28, 29, 30], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-21T05:35:37"", ""grantedTimestamp"": ""2023-09-17T16:17:14""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA1380008C92,,LSH3KL,ROR00000006,0CA1380008C92,B,AUTHORIZED,GOOG-001773,0,2,0,-122.41924,37.758748,CA,San Francisco County,13,AGL,17,135,4a5dd397233075ee,4a5dd397233075ee,"[{""active"": true, ""grantId"": ""87750214003176430341694967485"", ""maxEirp"": 36, ""channelIds"": [1, 2, 3, 4], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-21T05:35:39"", ""grantedTimestamp"": ""2023-09-17T16:18:05""}, {""active"": true, ""grantId"": ""133692516991463869571694967476"", ""maxEirp"": 36, ""channelIds"": [21, 22, 23, 24], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-21T06:17:20"", ""grantedTimestamp"": ""2023-09-17T16:17:56""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA1380009130,,LSH3KL,ROR00000006,0CA1380009130,B,AUTHORIZED,GOOG-001773,0,2,0,-98.484628,29.414325,TX,Bexar County,110,AGL,17,62,139d74155f46008e,139d74155f46008e,"[{""active"": true, ""grantId"": ""87005375860021395711694487873"", ""maxEirp"": 36, ""channelIds"": [21, 22, 23, 24], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-18T09:08:59"", ""grantedTimestamp"": ""2023-09-12T03:04:33""}, {""active"": true, ""grantId"": ""142035951849872920471694487879"", ""maxEirp"": 36, ""channelIds"": [1, 2, 3, 4], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-20T18:33:23"", ""grantedTimestamp"": ""2023-09-12T03:04:39""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA1380009131,,LSH3KL,ROR00000006,0CA1380009131,B,AUTHORIZED,GOOG-001773,0,2,0,-98.484628,29.414325,TX,Bexar County,110,AGL,17,7,139d74155f46008e,139d74155f46008e,"[{""active"": true, ""grantId"": ""69722650195138778011694487882"", ""maxEirp"": 36, ""channelIds"": [27, 28, 29, 30], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-18T09:08:25"", ""grantedTimestamp"": ""2023-09-12T03:04:42""}, {""active"": true, ""grantId"": ""106945315141505241801694487980"", ""maxEirp"": 36, ""channelIds"": [9, 10, 11, 12], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-18T09:12:55"", ""grantedTimestamp"": ""2023-09-12T03:06:20""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA1380009132,,LSH3KL,ROR00000006,0CA1380009132,B,AUTHORIZED,GOOG-001773,0,2,0,-98.484628,29.414325,TX,Bexar County,110,AGL,17,312,139d74155f46008e,139d74155f46008e,"[{""active"": true, ""grantId"": ""9554609484491486551694487878"", ""maxEirp"": 36, ""channelIds"": [1, 2, 3, 4], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-18T09:08:25"", ""grantedTimestamp"": ""2023-09-12T03:04:38""}, {""active"": true, ""grantId"": ""53599064604565807991694487882"", ""maxEirp"": 36, ""channelIds"": [21, 22, 23, 24], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-18T09:13:09"", ""grantedTimestamp"": ""2023-09-12T03:04:42""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA1380009270,,LSH3KL,ROR00000006,0CA1380009270,B,AUTHORIZED,GOOG-001773,0,2,0,-73.984672,40.759459,NY,New York County,75,AGL,17,310,a710999e852f3120,a710999e852f3120,"[{""active"": true, ""grantId"": ""75655929923412536171695930118"", ""maxEirp"": 36, ""channelIds"": [25, 26, 27, 28], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-19T19:30:12"", ""grantedTimestamp"": ""2023-09-28T19:41:58""}, {""active"": true, ""grantId"": ""181998933612716109911695930131"", ""maxEirp"": 36, ""channelIds"": [9, 10, 11, 12], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-19T19:31:53"", ""grantedTimestamp"": ""2023-09-28T19:42:11""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA1380009271,,LSH3KL,ROR00000006,0CA1380009271,B,AUTHORIZED,GOOG-001773,0,2,0,-73.984672,40.759459,NY,New York County,75,AGL,17,255,a710999e852f3120,a710999e852f3120,"[{""active"": true, ""grantId"": ""135147865247208375401695930115"", ""maxEirp"": 36, ""channelIds"": [5, 6, 7, 8], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-19T19:30:25"", ""grantedTimestamp"": ""2023-09-28T19:41:55""}, {""active"": true, ""grantId"": ""23241807125779916721695930122"", ""maxEirp"": 36, ""channelIds"": [21, 22, 23, 24], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-19T19:30:25"", ""grantedTimestamp"": ""2023-09-28T19:42:02""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA1380009272,,LSH3KL,ROR00000006,0CA1380009272,B,AUTHORIZED,GOOG-001773,0,2,0,-73.984672,40.759459,NY,New York County,75,AGL,17,200,a710999e852f3120,a710999e852f3120,"[{""active"": true, ""grantId"": ""111959173519658652411695930131"", ""maxEirp"": 36, ""channelIds"": [9, 10, 11, 12], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-19T19:30:31"", ""grantedTimestamp"": ""2023-09-28T19:42:11""}, {""active"": true, ""grantId"": ""119392469487636250611695930118"", ""maxEirp"": 36, ""channelIds"": [1, 2, 3, 4], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-19T19:30:31"", ""grantedTimestamp"": ""2023-09-28T19:41:58""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA1380009300,,LSH3KL,ROR00000006,0CA1380009300,B,AUTHORIZED,GOOG-001773,0,2,0,-95.408344,29.731396,TX,Harris County,20,AGL,17,150,aae23a181be4c0f6,aae23a181be4c0f6,"[{""active"": true, ""grantId"": ""41169129837899748701696284780"", ""maxEirp"": 36, ""channelIds"": [7, 8, 9, 10], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-16T22:08:04"", ""grantedTimestamp"": ""2023-10-02T22:13:00""}, {""active"": true, ""grantId"": ""179578605909767441981696284783"", ""maxEirp"": 36, ""channelIds"": [23, 24, 25, 26], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-16T22:08:04"", ""grantedTimestamp"": ""2023-10-02T22:13:03""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA1380009301,,LSH3KL,ROR00000006,0CA1380009301,B,AUTHORIZED,GOOG-001773,0,2,0,-95.408344,29.731396,TX,Harris County,20,AGL,17,95,aae23a181be4c0f6,aae23a181be4c0f6,"[{""active"": true, ""grantId"": ""51407488243192601811696284780"", ""maxEirp"": 36, ""channelIds"": [11, 12, 13, 14], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-16T22:08:04"", ""grantedTimestamp"": ""2023-10-02T22:13:00""}, {""active"": true, ""grantId"": ""172284893097461452801696284784"", ""maxEirp"": 36, ""channelIds"": [3, 4, 5, 6], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-16T22:08:04"", ""grantedTimestamp"": ""2023-10-02T22:13:04""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA1380009302,,LSH3KL,ROR00000006,0CA1380009302,B,AUTHORIZED,GOOG-001773,0,2,0,-95.408344,29.731396,TX,Harris County,20,AGL,17,40,aae23a181be4c0f6,aae23a181be4c0f6,"[{""active"": true, ""grantId"": ""76899792419237632671696284794"", ""maxEirp"": 36, ""channelIds"": [27, 28, 29, 30], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-16T22:08:04"", ""grantedTimestamp"": ""2023-10-02T22:13:14""}, {""active"": true, ""grantId"": ""143823380313990593881696284794"", ""maxEirp"": 36, ""channelIds"": [19, 20, 21, 22], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-16T22:08:04"", ""grantedTimestamp"": ""2023-10-02T22:13:14""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA13800093B0,,LSH3KL,ROR00000006,0CA13800093B0,B,REGISTERED,GOOG-001773,,,,-95.468889,29.741111,TX,Harris County,85,AGL,17,159,aae23a181be4c0f6,aae23a181be4c0f6,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA13800093B1,,LSH3KL,ROR00000006,0CA13800093B1,B,REGISTERED,GOOG-001773,,,,-95.468889,29.741111,TX,Harris County,85,AGL,104,284,aae23a181be4c0f6,aae23a181be4c0f6,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA13800093B2,,LSH3KL,ROR00000006,0CA13800093B2,B,REGISTERED,GOOG-001773,,,,-95.468889,29.741111,TX,Harris County,85,AGL,17,49,aae23a181be4c0f6,aae23a181be4c0f6,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA1380009940,,LSH3KL,ROR00000006,0CA1380009940,B,AUTHORIZED,GOOG-001773,0,2,0,-95.353217,29.760089,TX,Harris County,13,AGL,17,77,aae23a181be4c0f6,aae23a181be4c0f6,"[{""active"": true, ""grantId"": ""135449534909374296121694896491"", ""maxEirp"": 36, ""channelIds"": [19, 20, 21, 22], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-20T10:28:53"", ""grantedTimestamp"": ""2023-09-16T20:34:51""}, {""active"": true, ""grantId"": ""156491959711773068291694896503"", ""maxEirp"": 36, ""channelIds"": [23, 24, 25, 26], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-23T07:52:58"", ""grantedTimestamp"": ""2023-09-16T20:35:03""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA1380009941,,LSH3KL,ROR00000006,0CA1380009941,B,AUTHORIZED,GOOG-001773,0,2,0,-95.353217,29.760089,TX,Harris County,13,AGL,17,22,aae23a181be4c0f6,aae23a181be4c0f6,"[{""active"": true, ""grantId"": ""148074295076521397751694896503"", ""maxEirp"": 36, ""channelIds"": [11, 12, 13, 14], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-23T07:53:08"", ""grantedTimestamp"": ""2023-09-16T20:35:03""}, {""active"": true, ""grantId"": ""90626058836807621891694896595"", ""maxEirp"": 36, ""channelIds"": [7, 8, 9, 10], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-23T07:53:08"", ""grantedTimestamp"": ""2023-09-16T20:36:35""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA1380009942,,LSH3KL,ROR00000006,0CA1380009942,B,AUTHORIZED,GOOG-001773,0,2,0,-95.353217,29.760089,TX,Harris County,13,AGL,17,327,aae23a181be4c0f6,aae23a181be4c0f6,"[{""active"": true, ""grantId"": ""145317246414330755541694896503"", ""maxEirp"": 36, ""channelIds"": [19, 20, 21, 22], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-23T07:52:58"", ""grantedTimestamp"": ""2023-09-16T20:35:03""}, {""active"": true, ""grantId"": ""3277032475469351361694896493"", ""maxEirp"": 36, ""channelIds"": [23, 24, 25, 26], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-18T23:05:56"", ""grantedTimestamp"": ""2023-09-16T20:34:53""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000A1E0,,LSH3KL,ROR00000006,0CA138000A1E0,B,REGISTERED,GOOG-001773,,,,-122.296389,37.841944,CA,Alameda County,108,AGL,17,296,4a5dd397233075ee,4a5dd397233075ee,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000A1E1,,LSH3KL,ROR00000006,0CA138000A1E1,B,REGISTERED,GOOG-001773,,,,-122.296389,37.841944,CA,Alameda County,108,AGL,17,241,4a5dd397233075ee,4a5dd397233075ee,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000A1E2,,LSH3KL,ROR00000006,0CA138000A1E2,B,REGISTERED,GOOG-001773,,,,-122.296389,37.841944,CA,Alameda County,108,AGL,17,186,4a5dd397233075ee,4a5dd397233075ee,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000AB50,,LSH3KL,ROR00000006,0CA138000AB50,B,REGISTERED,GOOG-001773,,,,-122.296389,37.841944,CA,Alameda County,108,AGL,17,116,4a5dd397233075ee,4a5dd397233075ee,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000AB51,,LSH3KL,ROR00000006,0CA138000AB51,B,REGISTERED,GOOG-001773,,,,-122.296389,37.841944,CA,Alameda County,108,AGL,17,61,4a5dd397233075ee,4a5dd397233075ee,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000AB52,,LSH3KL,ROR00000006,0CA138000AB52,B,REGISTERED,GOOG-001773,,,,-122.296389,37.841944,CA,Alameda County,108,AGL,17,6,4a5dd397233075ee,4a5dd397233075ee,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000ABC0,,LSH3KL,ROR00000006,0CA138000ABC0,B,AUTHORIZED,GOOG-001773,0,2,0,-95.36725,29.742,TX,Harris County,13,AGL,17,346,aae23a181be4c0f6,aae23a181be4c0f6,"[{""active"": true, ""grantId"": ""102642231713970939461686690609"", ""maxEirp"": 36, ""channelIds"": [1, 2, 3, 4], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-17T23:40:39"", ""grantedTimestamp"": ""2023-06-13T21:10:09""}, {""active"": true, ""grantId"": ""44599934186407402851696509500"", ""maxEirp"": 36, ""channelIds"": [10, 11, 12, 13], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-19T12:32:16"", ""grantedTimestamp"": ""2023-10-05T12:38:20""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000ABC1,,LSH3KL,ROR00000006,0CA138000ABC1,B,AUTHORIZED,GOOG-001773,0,2,0,-95.36725,29.742,TX,Harris County,13,AGL,17,41,aae23a181be4c0f6,aae23a181be4c0f6,"[{""active"": true, ""grantId"": ""60485860616963431361696509500"", ""maxEirp"": 36, ""channelIds"": [19, 20, 21, 22], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-19T12:32:13"", ""grantedTimestamp"": ""2023-10-05T12:38:20""}, {""active"": true, ""grantId"": ""61557741392632020081696509500"", ""maxEirp"": 36, ""channelIds"": [6, 7, 8, 9], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-19T12:32:13"", ""grantedTimestamp"": ""2023-10-05T12:38:20""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000ABC2,,LSH3KL,ROR00000006,0CA138000ABC2,B,AUTHORIZED,GOOG-001773,0,2,0,-95.36725,29.742,TX,Harris County,13,AGL,17,96,aae23a181be4c0f6,aae23a181be4c0f6,"[{""active"": true, ""grantId"": ""172958133236760995561696509500"", ""maxEirp"": 36, ""channelIds"": [10, 11, 12, 13], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-19T12:32:08"", ""grantedTimestamp"": ""2023-10-05T12:38:20""}, {""active"": true, ""grantId"": ""25808555438315701696509500"", ""maxEirp"": 36, ""channelIds"": [1, 2, 3, 4], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-19T12:32:09"", ""grantedTimestamp"": ""2023-10-05T12:38:20""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000B860,,LSH3KL,ROR00000006,0CA138000B860,B,REGISTERED,GOOG-001773,,,,-122.29691,37.54847,CA,San Mateo County,6,AGL,17,180,4a5dd397233075ee,4a5dd397233075ee,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000B861,,LSH3KL,ROR00000006,0CA138000B861,B,REGISTERED,GOOG-001773,,,,-122.29691,37.54847,CA,San Mateo County,6,AGL,17,125,4a5dd397233075ee,4a5dd397233075ee,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000B862,,LSH3KL,ROR00000006,0CA138000B862,B,REGISTERED,GOOG-001773,,,,-122.29691,37.54847,CA,San Mateo County,6,AGL,17,70,4a5dd397233075ee,4a5dd397233075ee,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000BA10,,LSH3KL,ROR00000006,0CA138000BA10,B,AUTHORIZED,GOOG-001773,0,2,0,-95.401928,29.742644,TX,Harris County,6,AGL,17,212,aae23a181be4c0f6,aae23a181be4c0f6,"[{""active"": true, ""grantId"": ""165736903420507230771693943635"", ""maxEirp"": 36, ""channelIds"": [7, 8, 9, 10], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-20T16:21:45"", ""grantedTimestamp"": ""2023-09-05T19:53:55""}, {""active"": true, ""grantId"": ""77791338629895980601693943636"", ""maxEirp"": 36, ""channelIds"": [27, 28, 29, 30], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-20T16:21:46"", ""grantedTimestamp"": ""2023-09-05T19:53:56""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000BA11,,LSH3KL,ROR00000006,0CA138000BA11,B,AUTHORIZED,GOOG-001773,0,2,0,-95.401928,29.742644,TX,Harris County,6,AGL,17,267,aae23a181be4c0f6,aae23a181be4c0f6,"[{""active"": true, ""grantId"": ""170594039467950782271693943636"", ""maxEirp"": 36, ""channelIds"": [3, 4, 5, 6], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-21T19:08:48"", ""grantedTimestamp"": ""2023-09-05T19:53:56""}, {""active"": true, ""grantId"": ""124207234937377384911693943635"", ""maxEirp"": 36, ""channelIds"": [23, 24, 25, 26], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-21T19:08:48"", ""grantedTimestamp"": ""2023-09-05T19:53:55""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000BA12,,LSH3KL,ROR00000006,0CA138000BA12,B,AUTHORIZED,GOOG-001773,0,2,0,-95.401928,29.742644,TX,Harris County,6,AGL,17,322,aae23a181be4c0f6,aae23a181be4c0f6,"[{""active"": true, ""grantId"": ""93670337886360871501693943635"", ""maxEirp"": 36, ""channelIds"": [11, 12, 13, 14], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-22T15:56:57"", ""grantedTimestamp"": ""2023-09-05T19:53:55""}, {""active"": true, ""grantId"": ""155645156146614341221693943635"", ""maxEirp"": 36, ""channelIds"": [19, 20, 21, 22], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-22T15:56:56"", ""grantedTimestamp"": ""2023-09-05T19:53:55""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000BE20,,LSH3KL,ROR00000006,0CA138000BE20,B,AUTHORIZED,GOOG-001773,0,2,0,-73.952177,40.768503,NY,New York County,27,AGL,17,170,a710999e852f3120,a710999e852f3120,"[{""active"": true, ""grantId"": ""88823448703966958821695157480"", ""maxEirp"": 36, ""channelIds"": [23, 24, 25, 26], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-23T11:03:14"", ""grantedTimestamp"": ""2023-09-19T21:04:40""}, {""active"": true, ""grantId"": ""22190119335817150731697206560"", ""maxEirp"": 36, ""channelIds"": [5, 6, 7, 8], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-22T06:35:11"", ""grantedTimestamp"": ""2023-10-13T14:16:00""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000BE21,,LSH3KL,ROR00000006,0CA138000BE21,B,AUTHORIZED,GOOG-001773,0,2,0,-73.952177,40.768503,NY,New York County,27,AGL,17,115,a710999e852f3120,a710999e852f3120,"[{""active"": true, ""grantId"": ""116758798583825494691695157489"", ""maxEirp"": 36, ""channelIds"": [1, 2, 3, 4], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-23T10:51:42"", ""grantedTimestamp"": ""2023-09-19T21:04:49""}, {""active"": true, ""grantId"": ""8327855782611691871695157483"", ""maxEirp"": 36, ""channelIds"": [27, 28, 29, 30], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-22T09:21:34"", ""grantedTimestamp"": ""2023-09-19T21:04:43""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000BE22,,LSH3KL,ROR00000006,0CA138000BE22,B,AUTHORIZED,GOOG-001773,0,2,0,-73.952177,40.768503,NY,New York County,27,AGL,17,60,a710999e852f3120,a710999e852f3120,"[{""active"": true, ""grantId"": ""119953271832161992681695157489"", ""maxEirp"": 36, ""channelIds"": [23, 24, 25, 26], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-23T09:35:04"", ""grantedTimestamp"": ""2023-09-19T21:04:49""}, {""active"": true, ""grantId"": ""77380047951758642461695157481"", ""maxEirp"": 36, ""channelIds"": [5, 6, 7, 8], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-22T16:38:11"", ""grantedTimestamp"": ""2023-09-19T21:04:41""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
