cbsd_id,cbsd_alias,owner_id,fcc_id,cbsd_serialnumber,cbsd_category,cbsd_status,registration_id,pal_count,gaa_count,unknown_count,longitude,latitude,state_name,county_name,height,height_type,antenna_gain,antenna_azimuth,sfg,srg,grants,org_id,org_name,sub_org_id_0,sub_org_name_0,sub_org_id_1,sub_org_name_1,sub_org_id_2,sub_org_name_2,sub_org_id_3,sub_org_name_3
ROR000000060CA138000BE80,,LSH3KL,ROR00000006,0CA138000BE80,B,REGISTERED,GOOG-001773,,,,-122.29691,37.54847,CA,San Mateo County,6,AGL,17,90,4a5dd397233075ee,4a5dd397233075ee,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000BE81,,LSH3KL,ROR00000006,0CA138000BE81,B,REGISTERED,GOOG-001773,,,,-122.29691,37.54847,CA,San Mateo County,6,AGL,17,30,4a5dd397233075ee,4a5dd397233075ee,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000BE82,,LSH3KL,ROR00000006,0CA138000BE82,B,REGISTERED,GOOG-001773,,,,-122.29691,37.54847,CA,San Mateo County,6,AGL,17,330,4a5dd397233075ee,4a5dd397233075ee,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000BE90,,LSH3KL,ROR00000006,0CA138000BE90,B,AUTHORIZED,GOOG-001773,0,2,0,-73.952177,40.768503,NY,New York County,27,AGL,17,230,a710999e852f3120,a710999e852f3120,"[{""active"": true, ""grantId"": ""183292968816306566221695157476"", ""maxEirp"": 36, ""channelIds"": [9, 10, 11, 12], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-20T19:20:44"", ""grantedTimestamp"": ""2023-09-19T21:04:36""}, {""active"": true, ""grantId"": ""39702702487013224271695157476"", ""maxEirp"": 36, ""channelIds"": [21, 22, 23, 24], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-22T06:35:40"", ""grantedTimestamp"": ""2023-09-19T21:04:36""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000BE91,,LSH3KL,ROR00000006,0CA138000BE91,B,AUTHORIZED,GOOG-001773,0,2,0,-73.952177,40.768503,NY,New York County,27,AGL,17,175,a710999e852f3120,a710999e852f3120,"[{""active"": true, ""grantId"": ""98940297411938787261695157476"", ""maxEirp"": 36, ""channelIds"": [1, 2, 3, 4], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-23T09:48:13"", ""grantedTimestamp"": ""2023-09-19T21:04:36""}, {""active"": true, ""grantId"": ""171024724685852319801695157476"", ""maxEirp"": 36, ""channelIds"": [5, 6, 7, 8], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-23T11:47:09"", ""grantedTimestamp"": ""2023-09-19T21:04:36""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000BE92,,LSH3KL,ROR00000006,0CA138000BE92,B,AUTHORIZED,GOOG-001773,0,2,0,-73.952177,40.768503,NY,New York County,27,AGL,17,120,a710999e852f3120,a710999e852f3120,"[{""active"": true, ""grantId"": ""183126072621496822971695157476"", ""maxEirp"": 36, ""channelIds"": [9, 10, 11, 12], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-21T06:38:23"", ""grantedTimestamp"": ""2023-09-19T21:04:36""}, {""active"": true, ""grantId"": ""20704930235732473641695157476"", ""maxEirp"": 36, ""channelIds"": [21, 22, 23, 24], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-23T10:51:57"", ""grantedTimestamp"": ""2023-09-19T21:04:36""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000BEA0,,LSH3KL,ROR00000006,0CA138000BEA0,B,AUTHORIZED,GOOG-001773,0,2,0,-95.401928,29.742644,TX,Harris County,6,AGL,17,42,aae23a181be4c0f6,aae23a181be4c0f6,"[{""active"": true, ""grantId"": ""90058810957403618921696470612"", ""maxEirp"": 36, ""channelIds"": [3, 4, 5, 6], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-21T22:42:44"", ""grantedTimestamp"": ""2023-10-05T01:50:12""}, {""active"": true, ""grantId"": ""29332816578293084601696470612"", ""maxEirp"": 36, ""channelIds"": [27, 28, 29, 30], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-21T22:42:44"", ""grantedTimestamp"": ""2023-10-05T01:50:12""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000BEA1,,LSH3KL,ROR00000006,0CA138000BEA1,B,AUTHORIZED,GOOG-001773,0,2,0,-95.401928,29.742644,TX,Harris County,6,AGL,17,97,aae23a181be4c0f6,aae23a181be4c0f6,"[{""active"": true, ""grantId"": ""70120507485410190311696470613"", ""maxEirp"": 36, ""channelIds"": [11, 12, 13, 14], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-23T17:41:12"", ""grantedTimestamp"": ""2023-10-05T01:50:13""}, {""active"": true, ""grantId"": ""168860795123251339571696929781"", ""maxEirp"": 32, ""channelIds"": [19, 20, 21, 22], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-23T13:33:23"", ""grantedTimestamp"": ""2023-10-10T09:23:01""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000BEA2,,LSH3KL,ROR00000006,0CA138000BEA2,B,AUTHORIZED,GOOG-001773,0,2,0,-95.401928,29.742644,TX,Harris County,6,AGL,17,152,aae23a181be4c0f6,aae23a181be4c0f6,"[{""active"": true, ""grantId"": ""138157347432093932271696470612"", ""maxEirp"": 36, ""channelIds"": [7, 8, 9, 10], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-23T17:41:20"", ""grantedTimestamp"": ""2023-10-05T01:50:12""}, {""active"": true, ""grantId"": ""20279439145581907351696470612"", ""maxEirp"": 36, ""channelIds"": [23, 24, 25, 26], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-23T17:41:19"", ""grantedTimestamp"": ""2023-10-05T01:50:12""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000BEC0,,LSH3KL,ROR00000006,0CA138000BEC0,B,REGISTERED,GOOG-001773,,,,-122.29691,37.54847,CA,San Mateo County,6,AGL,17,90,4a5dd397233075ee,4a5dd397233075ee,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000BEC1,,LSH3KL,ROR00000006,0CA138000BEC1,B,REGISTERED,GOOG-001773,,,,-122.29691,37.54847,CA,San Mateo County,6,AGL,17,30,4a5dd397233075ee,4a5dd397233075ee,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000BEC2,,LSH3KL,ROR00000006,0CA138000BEC2,B,REGISTERED,GOOG-001773,,,,-122.29691,37.54847,CA,San Mateo County,6,AGL,17,330,4a5dd397233075ee,4a5dd397233075ee,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000BF60,,LSH3KL,ROR00000006,0CA138000BF60,B,REGISTERED,GOOG-001773,,,,-122.29691,37.54847,CA,San Mateo County,6,AGL,17,90,4a5dd397233075ee,4a5dd397233075ee,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000BF61,,LSH3KL,ROR00000006,0CA138000BF61,B,REGISTERED,GOOG-001773,,,,-122.29691,37.54847,CA,San Mateo County,6,AGL,17,30,4a5dd397233075ee,4a5dd397233075ee,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000BF62,,LSH3KL,ROR00000006,0CA138000BF62,B,REGISTERED,GOOG-001773,,,,-122.29691,37.54847,CA,San Mateo County,6,AGL,17,330,4a5dd397233075ee,4a5dd397233075ee,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000BFA0,,LSH3KL,ROR00000006,0CA138000BFA0,B,AUTHORIZED,GOOG-001773,0,2,0,-95.366991,29.731742,TX,Harris County,9,AGL,17,252,aae23a181be4c0f6,aae23a181be4c0f6,"[{""active"": true, ""grantId"": ""130872846444978149941689001649"", ""maxEirp"": 36, ""channelIds"": [27, 28, 29, 30], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-18T02:16:38"", ""grantedTimestamp"": ""2023-07-10T15:07:29""}, {""active"": true, ""grantId"": ""28949150245096369521693968186"", ""maxEirp"": 36, ""channelIds"": [3, 4, 5, 6], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-18T02:16:38"", ""grantedTimestamp"": ""2023-09-06T02:43:06""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000BFA1,,LSH3KL,ROR00000006,0CA138000BFA1,B,AUTHORIZED,GOOG-001773,0,2,0,-95.366991,29.731742,TX,Harris County,9,AGL,17,307,aae23a181be4c0f6,aae23a181be4c0f6,"[{""active"": true, ""grantId"": ""21315905225247791731693968186"", ""maxEirp"": 36, ""channelIds"": [23, 24, 25, 26], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-18T05:31:29"", ""grantedTimestamp"": ""2023-09-06T02:43:06""}, {""active"": true, ""grantId"": ""78175369482579047721689001640"", ""maxEirp"": 36, ""channelIds"": [19, 20, 21, 22], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-18T02:15:02"", ""grantedTimestamp"": ""2023-07-10T15:07:20""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000BFA2,,LSH3KL,ROR00000006,0CA138000BFA2,B,AUTHORIZED,GOOG-001773,0,2,0,-95.366991,29.731742,TX,Harris County,9,AGL,17,2,aae23a181be4c0f6,aae23a181be4c0f6,"[{""active"": true, ""grantId"": ""128504988689383469531689001649"", ""maxEirp"": 36, ""channelIds"": [27, 28, 29, 30], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-19T23:51:10"", ""grantedTimestamp"": ""2023-07-10T15:07:29""}, {""active"": true, ""grantId"": ""22086247556158672701689001649"", ""maxEirp"": 36, ""channelIds"": [3, 4, 5, 6], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-18T02:15:07"", ""grantedTimestamp"": ""2023-07-10T15:07:29""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000C020,,LSH3KL,ROR00000006,0CA138000C020,B,REGISTERED,GOOG-001773,,,,-122.29691,37.54847,CA,San Mateo County,6,AGL,17,180,4a5dd397233075ee,4a5dd397233075ee,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000C021,,LSH3KL,ROR00000006,0CA138000C021,B,REGISTERED,GOOG-001773,,,,-122.29691,37.54847,CA,San Mateo County,6,AGL,17,125,4a5dd397233075ee,4a5dd397233075ee,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000C022,,LSH3KL,ROR00000006,0CA138000C022,B,REGISTERED,GOOG-001773,,,,-122.29691,37.54847,CA,San Mateo County,6,AGL,17,70,4a5dd397233075ee,4a5dd397233075ee,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000C080,,LSH3KL,ROR00000006,0CA138000C080,B,AUTHORIZED,GOOG-001773,0,2,0,-122.29691,37.54847,CA,San Mateo County,6,AGL,17,90,4a5dd397233075ee,4a5dd397233075ee,"[{""active"": true, ""grantId"": ""101558248342129340241692453485"", ""maxEirp"": 36, ""channelIds"": [6, 7, 8, 9], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-23T09:47:40"", ""grantedTimestamp"": ""2023-08-19T13:58:05""}, {""active"": true, ""grantId"": ""10499085455126959751692453485"", ""maxEirp"": 36, ""channelIds"": [1, 2, 3, 4], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-22T16:38:04"", ""grantedTimestamp"": ""2023-08-19T13:58:05""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000C081,,LSH3KL,ROR00000006,0CA138000C081,B,AUTHORIZED,GOOG-001773,0,2,0,-122.29691,37.54847,CA,San Mateo County,6,AGL,17,30,4a5dd397233075ee,4a5dd397233075ee,"[{""active"": true, ""grantId"": ""136849658126575252201692453464"", ""maxEirp"": 36, ""channelIds"": [21, 22, 23, 24], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-22T10:26:17"", ""grantedTimestamp"": ""2023-08-19T13:57:44""}, {""active"": true, ""grantId"": ""114597054926690917991692453460"", ""maxEirp"": 36, ""channelIds"": [10, 11, 12, 13], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-22T09:38:42"", ""grantedTimestamp"": ""2023-08-19T13:57:40""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000C082,,LSH3KL,ROR00000006,0CA138000C082,B,AUTHORIZED,GOOG-001773,0,2,0,-122.29691,37.54847,CA,San Mateo County,6,AGL,17,330,4a5dd397233075ee,4a5dd397233075ee,"[{""active"": true, ""grantId"": ""22487693080980716591692453476"", ""maxEirp"": 36, ""channelIds"": [1, 2, 3, 4], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-22T06:03:36"", ""grantedTimestamp"": ""2023-08-19T13:57:56""}, {""active"": true, ""grantId"": ""86442288539263727271692453485"", ""maxEirp"": 36, ""channelIds"": [6, 7, 8, 9], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-23T09:46:42"", ""grantedTimestamp"": ""2023-08-19T13:58:05""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000C950,,LSH3KL,ROR00000006,0CA138000C950,B,AUTHORIZED,GOOG-001773,0,2,0,-95.353217,29.760089,TX,Harris County,13,AGL,17,77,aae23a181be4c0f6,aae23a181be4c0f6,"[{""active"": true, ""grantId"": ""94568225077223450031694896512"", ""maxEirp"": 36, ""channelIds"": [27, 28, 29, 30], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-20T08:31:05"", ""grantedTimestamp"": ""2023-09-16T20:35:12""}, {""active"": true, ""grantId"": ""86223872466918038281694896512"", ""maxEirp"": 36, ""channelIds"": [10, 11, 12, 13], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-23T07:52:37"", ""grantedTimestamp"": ""2023-09-16T20:35:12""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000C951,,LSH3KL,ROR00000006,0CA138000C951,B,AUTHORIZED,GOOG-001773,0,2,0,-95.353217,29.760089,TX,Harris County,13,AGL,17,22,aae23a181be4c0f6,aae23a181be4c0f6,"[{""active"": true, ""grantId"": ""2046333317322975561694896512"", ""maxEirp"": 36, ""channelIds"": [19, 20, 21, 22], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-23T07:53:29"", ""grantedTimestamp"": ""2023-09-16T20:35:12""}, {""active"": true, ""grantId"": ""70229867727786105431694896488"", ""maxEirp"": 36, ""channelIds"": [6, 7, 8, 9], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-23T07:53:29"", ""grantedTimestamp"": ""2023-09-16T20:34:48""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000C952,,LSH3KL,ROR00000006,0CA138000C952,B,AUTHORIZED,GOOG-001773,0,2,0,-95.353217,29.760089,TX,Harris County,13,AGL,17,327,aae23a181be4c0f6,aae23a181be4c0f6,"[{""active"": true, ""grantId"": ""129925567644021584961694896512"", ""maxEirp"": 36, ""channelIds"": [10, 11, 12, 13], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-23T07:52:37"", ""grantedTimestamp"": ""2023-09-16T20:35:12""}, {""active"": true, ""grantId"": ""41005928237924617931694896503"", ""maxEirp"": 36, ""channelIds"": [27, 28, 29, 30], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-21T03:25:15"", ""grantedTimestamp"": ""2023-09-16T20:35:03""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000C9F0,,LSH3KL,ROR00000006,0CA138000C9F0,B,AUTHORIZED,GOOG-001773,0,5,0,-122.313089,37.548696,CA,San Mateo County,16,AGL,17,315,4a5dd397233075ee,4a5dd397233075ee,"[{""active"": true, ""grantId"": ""20316594485428294511675537326"", ""maxEirp"": 36, ""channelIds"": [11, 12, 13, 14], ""channelType"": ""GAA"", ""operationState"": ""TERMINATED"", ""grantExpireTime"": ""2023-02-11T19:02:06"", ""grantedTimestamp"": ""2023-02-04T19:02:06""}, {""active"": true, ""grantId"": ""162884781415395204771675496450"", ""maxEirp"": 36, ""channelIds"": [11, 12, 13, 14], ""channelType"": ""GAA"", ""operationState"": ""TERMINATED"", ""grantExpireTime"": ""2023-02-11T07:40:50"", ""grantedTimestamp"": ""2023-02-04T07:40:50""}, {""active"": true, ""grantId"": ""129646336150686376791697474415"", ""maxEirp"": 36, ""channelIds"": [23, 24, 25, 26], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-23T16:40:15"", ""grantedTimestamp"": ""2023-10-16T16:40:15""}, {""active"": true, ""grantId"": ""166022025655404751591697474440"", ""maxEirp"": 36, ""channelIds"": [5, 6, 7, 8], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-23T16:40:40"", ""grantedTimestamp"": ""2023-10-16T16:40:40""}, {""active"": true, ""grantId"": ""125655005481613647231675499753"", ""maxEirp"": 36, ""channelIds"": [11, 12, 13, 14], ""channelType"": ""GAA"", ""operationState"": ""TERMINATED"", ""grantExpireTime"": ""2023-02-11T08:35:53"", ""grantedTimestamp"": ""2023-02-04T08:35:53""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000C9F1,,LSH3KL,ROR00000006,0CA138000C9F1,B,AUTHORIZED,GOOG-001773,0,2,0,-122.313089,37.548696,CA,San Mateo County,16,AGL,17,260,4a5dd397233075ee,4a5dd397233075ee,"[{""active"": true, ""grantId"": ""84583464040030773701697474426"", ""maxEirp"": 36, ""channelIds"": [27, 28, 29, 30], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-23T16:40:26"", ""grantedTimestamp"": ""2023-10-16T16:40:26""}, {""active"": true, ""grantId"": ""43619863914294862931697474426"", ""maxEirp"": 36, ""channelIds"": [9, 10, 11, 12], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-23T16:40:26"", ""grantedTimestamp"": ""2023-10-16T16:40:26""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000C9F2,,LSH3KL,ROR00000006,0CA138000C9F2,B,AUTHORIZED,GOOG-001773,0,3,0,-122.313089,37.548696,CA,San Mateo County,16,AGL,17,205,4a5dd397233075ee,4a5dd397233075ee,"[{""active"": true, ""grantId"": ""2358602401626809811697474418"", ""maxEirp"": 36, ""channelIds"": [1, 2, 3, 4], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-23T16:40:18"", ""grantedTimestamp"": ""2023-10-16T16:40:18""}, {""active"": true, ""grantId"": ""19030006045253347581697474449"", ""maxEirp"": 36, ""channelIds"": [5, 6, 7, 8], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-23T16:40:49"", ""grantedTimestamp"": ""2023-10-16T16:40:49""}, {""active"": true, ""grantId"": ""59750442590399224541696392257"", ""maxEirp"": 36, ""channelIds"": [25, 26, 27, 28], ""channelType"": ""GAA"", ""operationState"": ""GRANTED"", ""grantExpireTime"": ""2023-10-22T07:09:08"", ""grantedTimestamp"": ""2023-10-04T04:04:17""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000CAA0,,LSH3KL,ROR00000006,0CA138000CAA0,B,AUTHORIZED,GOOG-001773,0,2,0,-98.484628,29.414325,TX,Bexar County,110,AGL,17,250,139d74155f46008e,139d74155f46008e,"[{""active"": true, ""grantId"": ""120008717794597138501697364605"", ""maxEirp"": 36, ""channelIds"": [1, 2, 3, 4], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-22T10:10:05"", ""grantedTimestamp"": ""2023-10-15T10:10:05""}, {""active"": true, ""grantId"": ""21334064209389275201697364605"", ""maxEirp"": 36, ""channelIds"": [27, 28, 29, 30], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-22T10:10:05"", ""grantedTimestamp"": ""2023-10-15T10:10:05""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000CAA1,,LSH3KL,ROR00000006,0CA138000CAA1,B,AUTHORIZED,GOOG-001773,0,2,0,-98.484628,29.414325,TX,Bexar County,110,AGL,17,195,139d74155f46008e,139d74155f46008e,"[{""active"": true, ""grantId"": ""29278593401752505261697364595"", ""maxEirp"": 36, ""channelIds"": [9, 10, 11, 12], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-22T10:09:55"", ""grantedTimestamp"": ""2023-10-15T10:09:55""}, {""active"": true, ""grantId"": ""170891529390528615901694487897"", ""maxEirp"": 36, ""channelIds"": [21, 22, 23, 24], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-18T09:08:52"", ""grantedTimestamp"": ""2023-09-12T03:04:57""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000CAA2,,LSH3KL,ROR00000006,0CA138000CAA2,B,AUTHORIZED,GOOG-001773,0,2,0,-98.484628,29.414325,TX,Bexar County,110,AGL,17,140,139d74155f46008e,139d74155f46008e,"[{""active"": true, ""grantId"": ""89027477936082005561697364605"", ""maxEirp"": 36, ""channelIds"": [1, 2, 3, 4], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-22T10:10:05"", ""grantedTimestamp"": ""2023-10-15T10:10:05""}, {""active"": true, ""grantId"": ""39176908364835010681697364605"", ""maxEirp"": 36, ""channelIds"": [27, 28, 29, 30], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-22T10:10:05"", ""grantedTimestamp"": ""2023-10-15T10:10:05""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000CAF0,,LSH3KL,ROR00000006,0CA138000CAF0,B,AUTHORIZED,GOOG-001773,0,2,0,-73.984816,40.759499,NY,New York County,75,AGL,17,200,a710999e852f3120,a710999e852f3120,"[{""active"": true, ""grantId"": ""164980402208254261071695929949"", ""maxEirp"": 36, ""channelIds"": [2, 3, 4, 5], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-19T19:26:59"", ""grantedTimestamp"": ""2023-09-28T19:39:09""}, {""active"": true, ""grantId"": ""6301692488081936381695929961"", ""maxEirp"": 36, ""channelIds"": [21, 22, 23, 24], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-19T19:26:59"", ""grantedTimestamp"": ""2023-09-28T19:39:21""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000CAF1,,LSH3KL,ROR00000006,0CA138000CAF1,B,AUTHORIZED,GOOG-001773,0,2,0,-73.984816,40.759499,NY,New York County,75,AGL,17,145,a710999e852f3120,a710999e852f3120,"[{""active"": true, ""grantId"": ""50731917582286125991695929952"", ""maxEirp"": 36, ""channelIds"": [6, 7, 8, 9], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-19T19:27:52"", ""grantedTimestamp"": ""2023-09-28T19:39:12""}, {""active"": true, ""grantId"": ""81084350691232249731695929955"", ""maxEirp"": 36, ""channelIds"": [25, 26, 27, 28], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-19T19:27:52"", ""grantedTimestamp"": ""2023-09-28T19:39:15""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000CAF2,,LSH3KL,ROR00000006,0CA138000CAF2,B,AUTHORIZED,GOOG-001773,0,2,0,-73.984816,40.759499,NY,New York County,75,AGL,17,90,a710999e852f3120,a710999e852f3120,"[{""active"": true, ""grantId"": ""9459108011941797641695929953"", ""maxEirp"": 36, ""channelIds"": [2, 3, 4, 5], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-21T19:52:20"", ""grantedTimestamp"": ""2023-09-28T19:39:13""}, {""active"": true, ""grantId"": ""84106734642739915451695929962"", ""maxEirp"": 36, ""channelIds"": [21, 22, 23, 24], ""channelType"": ""GAA"", ""operationState"": ""AUTHORIZED"", ""grantExpireTime"": ""2023-10-19T19:29:00"", ""grantedTimestamp"": ""2023-09-28T19:39:22""}]",LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000CC30,,LSH3KL,ROR00000006,0CA138000CC30,B,REGISTERED,GOOG-001773,,,,-122.296917,37.548444,CA,San Mateo County,5,AGL,17,90,4a5dd397233075ee,4a5dd397233075ee,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000CC31,,LSH3KL,ROR00000006,0CA138000CC31,B,REGISTERED,GOOG-001773,,,,-122.296917,37.548444,CA,San Mateo County,5,AGL,17,30,4a5dd397233075ee,4a5dd397233075ee,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
ROR000000060CA138000CC32,,LSH3KL,ROR00000006,0CA138000CC32,B,REGISTERED,GOOG-001773,,,,-122.296917,37.548444,CA,San Mateo County,5,AGL,17,330,4a5dd397233075ee,4a5dd397233075ee,,LSH3KL,XNET Inc,LSH3KL,XNET Inc,,,,,,
